subdistrict,city,land_size_m2,building_size_m2,price_mio,certificate,bathroom,maid_bedroom,carport,maid_bathroom,floor_level,garage,kitchen,bedroom,living_room,dining_room,property_type,furniture,voltage_watt,property_condition,house_facing,water_source,corner_property,road_width,region_type
Cimanggis,Depok,106.0,50.0,327.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 54,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Kebayoran Baru,Jakarta Selatan,346.0,400.0,32000.0,SHM,4,2,2,2,2,3+,1,4,1,0,House Type >300,Unfurnished,22640.0,Well Maintained,South,Groundwater,False,5.0,city
Cinere,Depok,100.0,140.0,1650.0,SHM,4,1,2,1,0,0,1,3,1,0,House Type 200,Unfurnished,2680.0,Renovated,Northeast,Groundwater,False,4.5,city
Pondok Aren,Tangerang Selatan,250.0,338.0,3200.0,Other,2,1,1,1,2,1,1,5,1,0,House Type >300,Semi Furnished,2200.0,New,Northeast,Groundwater,False,5.5,city
Ciputat,Tangerang Selatan,212.0,375.0,4750.0,Other,4,1,2,1,2,1,1,5,1,0,House Type >300,Semi Furnished,1300.0,New,North,Groundwater,False,12.5,city
Bogor Timur,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Parung,Kabupaten Bogor,60.0,42.0,784.0,SHM,1,0,0,0,0,0,1,2,1,0,House Type 45,Semi Furnished,2200.0,Renovated,South,Groundwater,False,6.0,regency
Parung,Kabupaten Bogor,105.0,88.0,1360.0,SHM,2,0,0,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,Northeast,Groundwater,False,4.5,regency
Parung,Kabupaten Bogor,72.0,69.0,1100.0,SHM,2,0,0,0,0,0,1,3,1,0,House Type 70,Semi Furnished,2200.0,Renovated,Northeast,Groundwater,False,5.4,regency
Kebayoran Lama,Jakarta Selatan,759.0,1115.0,55000.0,SHM,6,2,3,2,0,3+,1,6,1,0,House Type >300,Semi Furnished,8000.0,New,North,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,249.0,283.0,1600.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 300,Unfurnished,2200.0,New,South,Groundwater,False,4.5,city
Kemayoran,Jakarta Pusat,279.0,440.0,3900.0,SHM,4,0,1,0,2,0,1,9+,1,0,House Type >300,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.5,city
Bojongsari,Depok,104.0,75.0,475.0,SHM,1,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,1740.0,Renovated,North,Groundwater,False,5.1,city
Pasar Minggu,Jakarta Selatan,876.0,600.0,14000.0,SHM,3,2,4,1,0,2,1,4,1,0,House Type >300,Unfurnished,6820.0,New,North,Groundwater,False,5.6,city
Kebayoran Baru,Jakarta Selatan,500.0,450.0,32000.0,SHM,4,2,4,1,2,2,1,4,1,0,House Type >300,Unfurnished,22640.0,Renovated,North,Groundwater,False,5.5,city
Gunung Putri,Kabupaten Bogor,220.0,220.0,3500.0,SHM,3,1,2,1,2,1,1,3,1,0,House Type 300,Semi Furnished,2200.0,New,East,PAM/PDAM,False,4.5,regency
Cikarang Pusat,Kabupaten Bekasi,136.0,98.0,1250.0,HGB,2,0,1,0,2,1,1,3,1,0,House Type 120,Unfurnished,2200.0,New,Northeast,Groundwater,False,4.9,regency
Cilandak,Jakarta Selatan,180.0,280.0,7000.0,SHM,4,2,2,1,3,1,1,5,1,1,House Type 300,Unfurnished,10600.0,New,East,Groundwater,False,5.0,city
Pondok Aren,Tangerang Selatan,177.0,280.0,4750.0,SHM,3,1,2,1,2,0,1,4,1,0,House Type 300,Unfurnished,3500.0,New,Northeast,PAM/PDAM,True,13.0,city
Pondok Aren,Tangerang Selatan,264.0,390.0,6500.0,SHM,4,1,2,1,2,2,1,4,1,0,House Type >300,Unfurnished,3500.0,New,Northeast,PAM/PDAM,True,5.5,city
Pasar Minggu,Jakarta Selatan,554.0,410.0,12500.0,SHM,2,1,5,1,2,2,1,8,1,0,House Type >300,Unfurnished,3300.0,Renovated,Northeast,Groundwater,False,5.0,city
Pesanggrahan,Jakarta Selatan,114.0,99.0,2500.0,SHM,2,1,1,1,0,0,1,3,1,1,House Type 120,Semi Furnished,2200.0,Renovated,Northeast,PAM/PDAM,False,5.0,city
Pasar Minggu,Jakarta Selatan,554.0,410.0,12500.0,SHM,2,1,5,1,0,2,1,8,1,0,House Type >300,Unfurnished,3300.0,Renovated,Northeast,Groundwater,False,5.0,city
Pasar Minggu,Jakarta Selatan,554.0,410.0,12500.0,SHM,2,1,5,1,0,2,1,8,1,0,House Type >300,Unfurnished,3300.0,Renovated,Northeast,Groundwater,False,5.0,city
Pasar Minggu,Jakarta Selatan,554.0,410.0,12500.0,SHM,2,1,5,1,0,2,1,8,1,0,House Type >300,Unfurnished,3300.0,Renovated,Northeast,Groundwater,False,5.0,city
Bogor Barat,Kota Bogor,620.0,300.0,7000.0,SHM,4,0,2,0,2,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Need Renovation,South,Groundwater,False,5.0,city
Kelapa Gading,Jakarta Utara,105.0,200.0,4250.0,SHM,3,1,1,1,3,0,1,3,1,0,House Type 200,Semi Furnished,7700.0,Renovated,North,Groundwater,False,13.4,city
Ciputat,Tangerang Selatan,78.0,69.0,1500.0,SHM,2,0,0,0,2,0,1,3,1,0,House Type 70,Unfurnished,2200.0,Renovated,West,Groundwater,False,4.5,city
Serpong,Tangerang Selatan,112.0,190.0,2350.0,SHM,2,0,0,0,2,0,1,3,1,0,House Type 200,Semi Furnished,900.0,Renovated,Southeast,PAM/PDAM,False,5.0,city
Karang Tengah,Kota Tangerang,129.0,200.0,3000.0,SHM,3,0,1,0,2,0,1,4,1,0,House Type 200,Furnished,5500.0,New,East,Groundwater,True,5.2,city
Pamulang,Tangerang Selatan,84.0,65.0,623.0,SHM,2,0,1,0,0,0,1,2,1,0,House Type 70,Unfurnished,1660.0,Renovated,North,Groundwater,False,5.1,city
Bogor Barat,Kota Bogor,240.0,180.0,3900.0,SHM,4,0,1,0,2,0,1,4,1,0,House Type 200,Semi Furnished,2200.0,Renovated,Northeast,Groundwater,True,5.5,city
Serpong,Tangerang Selatan,120.0,104.0,890.0,SHM,2,0,1,0,0,0,1,2,1,0,House Type 120,Unfurnished,1760.0,Renovated,Northwest,Groundwater,False,6.0,city
Kelapa Dua,Kabupaten Tangerang,223.0,356.0,5800.0,Other,4,1,2,1,3,0,2,4,1,0,House Type >300,Furnished,10600.0,New,North,Groundwater,False,5.0,regency
Serpong Utara,Tangerang Selatan,300.0,310.0,8000.0,SHM,4,1,2,1,0,0,1,4,1,0,House Type >300,Semi Furnished,3500.0,Renovated,Northeast,Groundwater,False,6.5,city
Bojongsari,Depok,104.0,75.0,500.0,SHM,1,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,1740.0,Renovated,North,Groundwater,False,5.1,city
Pulo Gadung,Jakarta Timur,145.0,435.0,5700.0,SHM,3,1,4,0,4,3+,1,3,1,0,House Type >300,Unfurnished,5500.0,New,South,Groundwater,False,6.0,city
Limo,Depok,170.0,100.0,1950.0,SHM,2,0,1,0,0,0,1,2,1,0,House Type 120,Unfurnished,2900.0,Well Maintained,North,Groundwater,False,5.0,city
Cengkareng,Jakarta Barat,96.0,120.0,1550.0,SHM,3,0,2,0,2,0,1,5,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Pasar Minggu,Jakarta Selatan,113.0,134.0,2650.0,SHM,3,1,1,1,2,0,1,3,1,0,House Type 200,Furnished,4400.0,Well Maintained,East,Groundwater,False,5.0,city
Cilandak,Jakarta Selatan,213.0,378.0,10200.0,SHM,4,2,2,1,3,0,1,4,1,0,House Type >300,Semi Furnished,16000.0,Renovated,South,Groundwater,False,5.0,city
Jagakarsa,Jakarta Selatan,550.0,1200.0,10900.0,SHM,6,2,2,2,3,3+,2,6,1,0,House Type >300,Furnished,6820.0,New,North,Groundwater,False,5.5,city
Cakung,Jakarta Timur,180.0,250.0,4000.0,SHM,3,0,2,0,3,0,1,4,1,0,House Type 300,Semi Furnished,5500.0,Renovated,Northwest,Groundwater,False,5.5,city
Cipondoh,Kota Tangerang,102.0,102.0,1250.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 120,Unfurnished,2640.0,New,Northwest,Groundwater,False,4.9,city
Mampang Prapatan,Jakarta Selatan,400.0,375.0,11000.0,SHM,7,0,4,0,2,0,1,9+,1,0,House Type >300,Unfurnished,7700.0,Renovated,South,Groundwater,False,7.5,city
Kebon Jeruk,Jakarta Barat,164.0,280.0,4800.0,SHM,3,1,1,1,0,1,1,4,1,0,House Type 300,Unfurnished,4220.0,New,North,Groundwater,False,14.0,city
Ciputat Timur,Tangerang Selatan,160.0,200.0,1990.0,SHM,3,1,3,1,2,0,1,3,1,0,House Type 200,Unfurnished,4400.0,Well Maintained,North,Groundwater,False,5.0,city
Pamulang,Tangerang Selatan,120.0,112.0,1585.0,SHM,3,0,3,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,North,PAM/PDAM,False,4.0,city
Kelapa Gading,Jakarta Utara,72.0,96.0,1970.0,SHM,3,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,3300.0,New,East,Groundwater,True,5.0,city
Kelapa Gading,Jakarta Utara,54.0,70.0,1770.0,SHM,3,0,1,0,0,0,1,3,1,0,House Type 70,Unfurnished,3300.0,New,East,Groundwater,False,5.0,city
Kelapa Dua,Kabupaten Tangerang,300.0,420.0,7800.0,SHM,4,1,2,2,0,0,1,4,1,0,House Type >300,Semi Furnished,10600.0,Renovated,Northwest,Groundwater,False,6.5,regency
Kebayoran Lama,Jakarta Selatan,285.0,80.0,3000.0,SHM,3,0,2,0,1,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Need Renovation,Northeast,Groundwater,False,5.0,city
Kebon Jeruk,Jakarta Barat,175.0,185.0,6000.0,SHM,2,1,2,1,2,0,1,2,1,0,House Type 200,Furnished,4180.0,Well Maintained,North,Groundwater,False,5.0,city
Kemayoran,Jakarta Pusat,317.0,590.0,7000.0,SHM,5,1,0,1,2,3+,1,5,1,0,House Type >300,Semi Furnished,6520.0,Renovated,West,Groundwater,False,6.5,city
Tanjung Priok,Jakarta Utara,800.0,1200.0,21000.0,SHM,3,0,6,0,2,2,1,4,1,0,House Type >300,Unfurnished,10000.0,New,North,Groundwater,False,7.5,city
Pasar Minggu,Jakarta Selatan,311.0,300.0,3400.0,SHM,4,0,2,0,2,0,1,8,2,0,House Type 300,Unfurnished,4580.0,New,North,Groundwater,False,5.5,city
Tebet,Jakarta Selatan,434.0,473.0,670.0,SHM,2,0,1,0,0,0,1,5,1,0,House Type >300,Unfurnished,1400.0,Renovated,Northeast,Groundwater,False,4.7,city
Cimanggis,Depok,220.0,224.0,2450.0,SHM,2,0,1,0,0,0,1,5,1,0,House Type 300,Unfurnished,4040.0,Well Maintained,North,Groundwater,False,5.5,city
Bogor Barat,Kota Bogor,136.0,220.0,1380.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Johar Baru,Jakarta Pusat,386.0,550.0,5300.0,SHM,11+,0,1,0,2,0,1,9+,1,0,House Type >300,Unfurnished,3500.0,Well Maintained,Northeast,Groundwater,False,8.0,city
Penjaringan,Jakarta Utara,120.0,384.0,5200.0,SHM,3,0,1,0,3.5,0,1,6,1,0,House Type >300,Semi Furnished,6600.0,Well Maintained,North,Groundwater,False,4.5,city
Bogor Selatan,Kota Bogor,560.0,800.0,12500.0,SHM,4,2,4,1,1,3+,2,3,1,0,House Type >300,Semi Furnished,9000.0,Renovated,Northeast,Groundwater,False,5.5,city
Penjaringan,Jakarta Utara,770.0,585.0,28000.0,SHM,5,2,2,1,2.5,2,1,5,1,0,House Type >300,Semi Furnished,10000.0,Renovated,Northeast,Groundwater,True,5.0,city
Penjaringan,Jakarta Utara,88.0,88.0,8000.0,SHM,3,1,1,1,2,1,1,4,2,1,House Type 120,Unfurnished,7700.0,Renovated,North,PAM/PDAM,False,6.5,city
Koja,Jakarta Utara,137.0,270.0,2150.0,SHM,3,0,1,0,2,1,1,3,1,0,House Type 300,Semi Furnished,3500.0,Renovated,Northeast,Groundwater,False,4.5,city
Serpong,Tangerang Selatan,48.0,65.0,1300.0,Other,2,0,1,0,0,0,1,2,1,0,House Type 70,Furnished,2200.0,Renovated,South,Groundwater,False,4.5,city
Cipondoh,Kota Tangerang,105.0,140.0,2500.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 200,Semi Furnished,4400.0,Renovated,East,PAM/PDAM,False,5.0,city
Penjaringan,Jakarta Utara,180.0,250.0,8350.0,SHM,2,2,1,1,2.5,0,1,5,1,0,House Type 300,Semi Furnished,7700.0,Renovated,South,Groundwater,False,6.6,city
Tanjung Priok,Jakarta Utara,220.0,400.0,7500.0,SHM,1,1,2,1,2.5,1,1,4,1,0,House Type >300,Semi Furnished,7700.0,Renovated,North,PAM/PDAM,False,6.5,city
Cikarang,Kabupaten Bekasi,72.0,45.0,800.0,HGB,1,0,0,0,0,0,1,2,1,0,House Type 45,Unfurnished,2200.0,Renovated,South,Groundwater,False,6.0,regency
Cakung,Jakarta Timur,240.0,235.0,5000.0,SHM,3,1,2,1,2,1,1,4,1,0,House Type 300,Unfurnished,4260.0,Need Renovation,Northwest,PAM/PDAM,False,4.5,city
Setu,Kabupaten Bekasi,78.0,54.0,530.0,SHM,1,0,0,0,0,0,1,3,1,0,House Type 54,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,regency
Pondok Gede,Kota Bekasi,134.0,265.0,5200.0,SHM,3,0,4,0,3.5,0,1,3,1,0,House Type 300,Unfurnished,2200.0,Need Renovation,East,Groundwater,False,4.5,city
Pulo Gadung,Jakarta Timur,105.0,155.0,3500.0,SHM,3,1,1,1,2,0,1,3,1,0,House Type 200,Unfurnished,2200.0,New,Northeast,PAM/PDAM,False,4.0,city
Penjaringan,Jakarta Utara,1150.0,1000.0,45000.0,SHM,3,1,2,1,2,2,1,3,1,0,House Type >300,Semi Furnished,10000.0,Renovated,South,Groundwater,False,5.5,city
Tanjung Priok,Jakarta Utara,290.0,450.0,7000.0,SHM,2,2,3,1,0,0,1,4,1,0,House Type >300,Unfurnished,3300.0,New,East,Groundwater,False,6.0,city
Cakung,Jakarta Timur,120.0,90.0,1650.0,SHM,2,0,1,0,1,0,1,2,1,0,House Type 120,Semi Furnished,2200.0,Renovated,East,PAM/PDAM,False,4.0,city
Penjaringan,Jakarta Utara,50.0,200.0,3200.0,SHM,3,1,1,1,4,0,1,3,1,0,House Type 200,Furnished,3500.0,New,North,Groundwater,False,5.0,city
Cimanggis,Depok,64.0,64.0,990.0,Other,1,0,0,0,0,0,1,2,1,0,House Type 70,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,5.6,city
Cakung,Jakarta Timur,153.0,180.0,4000.0,Other,4,1,0,1,2.5,0,1,3,1,0,House Type 200,Unfurnished,3500.0,Renovated,Northwest,Groundwater,False,5.0,city
Cakung,Jakarta Timur,98.0,115.0,2800.0,Other,4,0,0,0,2.5,0,1,3,1,0,House Type 120,Unfurnished,3500.0,New,North,PAM/PDAM,False,5.0,city
Bekasi Barat,Kota Bekasi,79.0,150.0,800.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 200,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Senen,Jakarta Pusat,300.0,400.0,7500.0,SHM,2,1,0,1,3,0,1,6,1,1,House Type >300,Unfurnished,6880.0,Renovated,Northeast,Groundwater,False,10.0,city
Kelapa Gading,Jakarta Utara,90.0,100.0,2300.0,SHM,1,1,0,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Well Maintained,North,PAM/PDAM,False,5.0,city
Cilincing,Jakarta Utara,354.0,154.0,2800.0,SHM,3,0,5,0,1,0,1,6,1,0,House Type 200,Unfurnished,2200.0,Renovated,North,PAM/PDAM,False,5.0,city
Cilandak,Jakarta Selatan,475.0,500.0,12500.0,SHM,4,0,3,0,0,0,1,5,1,0,House Type >300,Unfurnished,4400.0,Well Maintained,Northeast,Groundwater,True,5.0,city
Cinere,Depok,336.0,400.0,4300.0,SHM,3,1,2,1,2,2,1,5,1,0,House Type >300,Semi Furnished,2200.0,Well Maintained,North,Groundwater,False,13.5,city
Limo,Depok,110.0,100.0,1400.0,SHM,3,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,North,Groundwater,False,4.5,city
Taman Sari,Jakarta Pusat,75.0,260.0,5300.0,SHM,11+,0,0,0,4,0,1,9+,1,0,House Type 300,Furnished,4400.0,New,East,Groundwater,False,5.0,city
Taman Sari,Jakarta Pusat,75.0,260.0,5300.0,SHM,11+,0,0,0,4,0,1,9+,1,0,House Type 300,Furnished,4400.0,New,East,Groundwater,False,5.0,city
Cakung,Jakarta Timur,102.0,76.0,1650.0,Other,2,1,2,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,East,PAM/PDAM,False,4.0,city
Cakung,Jakarta Timur,120.0,120.0,1700.0,SHM,2,0,0,0,1,0,1,3,1,0,House Type 120,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Kebayoran Lama,Jakarta Selatan,620.0,1000.0,59000.0,SHM,5,2,5,1,2.5,0,1,5,1,0,House Type >300,Unfurnished,20000.0,New,Northeast,Groundwater,False,5.5,city
Cilincing,Jakarta Utara,84.0,60.0,870.0,SHM,1,0,1,0,0,0,1,3,1,0,House Type 60,Unfurnished,2200.0,Well Maintained,Northwest,PAM/PDAM,False,6.0,city
Tanjung Priok,Jakarta Utara,354.0,164.6,3000.0,Other,3,0,5,0,1,0,1,3,1,0,House Type >300,Unfurnished,2200.0,New,North,PAM/PDAM,False,5.0,city
Rawalumbu,Kota Bekasi,84.0,69.0,900.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 70,Unfurnished,2020.0,Renovated,South,Groundwater,False,6.0,city
Setiabudi,Jakarta Selatan,1019.0,600.0,67500.0,SHM,5,0,0,0,0,0,1,5,1,0,House Type >300,Unfurnished,23000.0,New,Northwest,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,126.0,250.0,3500.0,SHM,5,1,2,1,0,0,1,4,1,0,House Type 300,Unfurnished,2200.0,New,Northeast,Groundwater,False,4.5,city
Ciledug,Kota Tangerang,165.0,160.0,790.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 200,Unfurnished,1760.0,Renovated,Northeast,Groundwater,False,6.2,city
Bogor Timur,Kota Bogor,96.0,70.0,1100.0,SHM,1,0,0,0,0,0,1,2,1,0,House Type 70,Semi Furnished,1300.0,Renovated,Northeast,Groundwater,False,4.5,city
Kelapa Dua,Kabupaten Tangerang,120.0,72.0,1690.0,Other,3,1,0,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,North,Groundwater,False,4.0,regency
Parung Panjang,Kabupaten Bogor,72.0,39.0,661.0,Other,1,0,1,0,1,0,1,1,1,0,House Type 45,Unfurnished,2200.0,Renovated,South,Groundwater,False,6.0,regency
Pondok Gede,Kota Bekasi,300.0,300.0,2650.0,SHM,5,1,2,0,2,0,1,6,1,0,House Type 300,Unfurnished,4040.0,Well Maintained,East,Groundwater,False,5.0,city
Pondok Gede,Kota Bekasi,300.0,300.0,2650.0,SHM,5,1,2,0,2,0,1,6,1,0,House Type 300,Unfurnished,4040.0,Well Maintained,East,Groundwater,False,5.0,city
Legok,Kabupaten Tangerang,547.0,200.0,3950.0,SHM,5,0,5,0,0,0,1,5,1,0,House Type 200,Unfurnished,3340.0,Renovated,Northeast,Groundwater,False,6.9,regency
Kemayoran,Jakarta Pusat,50.0,100.0,1350.0,SHM,3,0,1,0,2,0,1,2,1,0,House Type 120,Unfurnished,4400.0,New,Northeast,Groundwater,False,2.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Makasar,Jakarta Timur,225.0,175.0,1450.0,SHM,2,0,1,0,0,0,1,5,1,0,House Type 200,Unfurnished,2100.0,New,Northwest,Groundwater,False,5.0,city
Serpong,Tangerang Selatan,300.0,300.0,17000.0,SHM,4,0,4,0,0,0,1,4,1,0,House Type 300,Unfurnished,5500.0,Renovated,North,Groundwater,False,5.0,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Bogor Tengah,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Ciracas,Jakarta Timur,400.0,350.0,6000.0,SHM,4,0,0,0,0,0,1,6,1,0,House Type >300,Furnished,4400.0,Renovated,North,Groundwater,False,6.0,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Ciputat,Tangerang Selatan,570.0,630.0,9500.0,Other,5,4,0,2,0,0,1,7,1,0,House Type >300,Semi Furnished,16500.0,New,Northwest,Groundwater,False,5.0,city
Sawah Besar,Jakarta Pusat,360.0,225.0,4500.0,HGB,1,0,1,0,0,0,1,1,1,0,House Type 300,Unfurnished,2200.0,New,East,Groundwater,False,12.5,city
Kelapa Gading,Jakarta Utara,187.0,200.0,4500.0,SHM,3,0,2,0,2,1,1,4,1,0,House Type 200,Unfurnished,3500.0,New,Northeast,Groundwater,False,13.5,city
Cilandak,Jakarta Selatan,320.0,360.0,8700.0,SHM,4,1,2,1,2,1,2,6,1,0,House Type >300,Unfurnished,5500.0,New,Southeast,Groundwater,False,7.0,city
Kalideres,Jakarta Barat,95.0,100.0,2300.0,SHM,3,1,1,1,2,0,1,3,1,0,House Type 120,Unfurnished,5000.0,Renovated,East,Groundwater,False,5.0,city
Jatinegara,Jakarta Timur,70.0,225.0,2700.0,SHM,3,1,1,1,3.5,1,1,3,1,0,House Type 300,Unfurnished,2860.0,New,Northwest,Groundwater,False,4.5,city
Kebayoran Lama,Jakarta Selatan,336.0,400.0,16500.0,SHM,4,0,4,0,2,0,1,4,1,0,House Type >300,Semi Furnished,15304.6,Well Maintained,Northeast,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,210.0,400.0,6700.0,SHM,3,2,2,1,3,2,1,4,1,0,House Type >300,Semi Furnished,5040.0,Well Maintained,Northeast,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,220.0,300.0,6000.0,SHM,3,1,2,1,2,0,1,4,1,0,House Type 300,Unfurnished,7480.0,Renovated,North,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,360.0,320.0,6900.0,SHM,3,1,3,1,1.5,0,1,3,1,0,House Type >300,Semi Furnished,10500.0,Well Maintained,Northeast,Groundwater,False,5.0,city
Kembangan,Jakarta Barat,627.0,245.0,7200.0,SHM,3,1,0,1,2.5,0,1,3,1,0,House Type 300,Unfurnished,4720.0,New,South,Groundwater,False,7.0,city
Pasar Minggu,Jakarta Selatan,715.0,250.0,13000.0,SHM,7,0,3,0,2,0,1,8,1,0,House Type 300,Unfurnished,4400.0,Renovated,North,Groundwater,False,5.0,city
Kebayoran Baru,Jakarta Selatan,156.0,300.0,5300.0,SHM,3,0,2,0,1,0,1,5,1,0,House Type 300,Unfurnished,4400.0,Need Renovation,North,Groundwater,False,5.0,city
Cempaka Putih,Jakarta Pusat,200.0,400.0,5500.0,SHM,11+,1,2,1,2,0,1,9+,1,0,House Type >300,Semi Furnished,4400.0,New,North,Groundwater,False,5.0,city
Cempaka Putih,Jakarta Pusat,190.0,400.0,5500.0,SHM,11+,0,0,0,2.5,0,1,9+,1,0,House Type >300,Unfurnished,3560.0,New,Northeast,Groundwater,False,5.0,city
Kebayoran Lama,Jakarta Selatan,370.0,500.0,11500.0,SHM,4,2,4,2,2.5,0,2,4,2,1,House Type >300,Unfurnished,16500.0,Renovated,Northwest,Groundwater,True,5.0,city
Pasar Minggu,Jakarta Selatan,227.0,229.0,5700.0,SHM,3,1,4,0,1,0,1,6,1,0,House Type 300,Unfurnished,10700.0,Need Renovation,East,PAM/PDAM,False,5.0,city
Tanjung Priok,Jakarta Utara,90.0,225.0,3000.0,SHM,4,2,0,0,0,0,1,3,1,0,House Type 300,Semi Furnished,2200.0,New,Northeast,Groundwater,False,4.5,city
Tanjung Priok,Jakarta Utara,104.0,188.0,2700.0,SHM,3,1,0,1,0,0,1,3,1,0,House Type 200,Unfurnished,2200.0,New,North,Groundwater,False,5.0,city
Limo,Depok,135.0,200.0,2300.0,SHM,2,1,1,1,2,0,1,4,1,0,House Type 200,Semi Furnished,2200.0,Renovated,North,Groundwater,False,5.0,city
Serpong,Tangerang Selatan,251.0,340.0,7500.0,SHM,3,0,2,0,3,2,1,4,1,0,House Type >300,Furnished,5500.0,Renovated,South,Groundwater,False,6.5,city
Cikarang,Kabupaten Bekasi,45.0,43.0,625.0,HGB,2,0,1,0,2,0,1,2,1,0,House Type 45,Unfurnished,1900.0,Renovated,North,Groundwater,False,5.1,regency
Kebayoran Baru,Jakarta Selatan,169.0,134.0,5000.0,SHM,2,1,1,1,2,0,1,6,1,0,House Type 200,Unfurnished,4940.0,Need Renovation,South,Groundwater,False,2.5,city
Pasar Rebo,Jakarta Timur,214.0,140.0,2500.0,SHM,2,0,1,0,1,2,1,3,1,0,House Type 200,Unfurnished,4400.0,Well Maintained,South,Groundwater,True,5.0,city
Jagakarsa,Jakarta Selatan,132.0,70.0,1470.0,SHM,2,0,1,0,1,0,1,3,1,0,House Type 70,Unfurnished,2200.0,Renovated,South,Groundwater,False,4.5,city
Kebayoran Baru,Jakarta Selatan,235.0,350.0,10000.0,SHM,3,0,2,1,2,0,1,3,1,1,House Type >300,Unfurnished,6440.0,New,East,Groundwater,False,5.5,city
Pasar Minggu,Jakarta Selatan,90.0,110.0,3400.0,SHM,3,1,2,1,3,0,1,4,1,0,House Type 120,Unfurnished,3640.0,New,Northwest,Groundwater,False,4.5,city
Cakung,Jakarta Timur,90.0,70.0,1700.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type 70,Unfurnished,2200.0,Renovated,North,PAM/PDAM,False,4.0,city
Pulo Gadung,Jakarta Timur,174.0,212.0,4100.0,SHM,2,0,2,0,2,0,1,3,1,0,House Type 300,Unfurnished,4300.0,Well Maintained,Northwest,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,240.0,270.0,3000.0,SHM,2,0,2,0,1,0,1,9+,1,1,House Type 300,Unfurnished,3600.0,New,North,Groundwater,False,4.5,city
Pasar Minggu,Jakarta Selatan,107.0,135.0,2200.0,SHM,2,1,1,1,2,0,1,4,1,0,House Type 200,Semi Furnished,3300.0,Well Maintained,East,Groundwater,False,5.0,city
Pasar Minggu,Jakarta Selatan,162.0,170.0,5900.0,SHM,3,1,2,1,3,0,1,3,1,0,House Type 200,Unfurnished,5060.0,Well Maintained,Northeast,Groundwater,False,5.0,city
